Date,Store_ID,Store_Name,Product_ID,Product_Name,Category,Units_Sold,Price,Discount,Promotion,Holiday,Day_of_Week,Month,Season,Inventory_Level
2024-07-06,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,81,4.99,0.0,0,0,5,7,Summer,139
2024-07-07,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,59,4.99,0.0,0,0,6,7,Summer,80
2024-07-08,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,37,4.99,0.0,0,0,0,7,Summer,403
2024-07-09,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,47,4.99,0.0,0,0,1,7,Summer,356
2024-07-10,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,60,4.99,0.0,0,0,2,7,Summer,296
2024-07-11,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,61,4.99,0.0,0,0,3,7,Summer,235
2024-07-12,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,59,4.99,0.0,0,0,4,7,Summer,176
2024-07-13,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,84,4.99,0.0,0,0,5,7,Summer,92
2024-07-14,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,71,4.99,0.0,0,0,6,7,Summer,381
2024-07-15,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,41,4.99,0.0,0,0,0,7,Summer,340
2024-07-16,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,52,4.99,0.0,0,0,1,7,Summer,288
2024-07-17,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,78,4.24,0.15,1,0,2,7,Summer,210
2024-07-18,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,71,4.24,0.15,1,0,3,7,Summer,139
2024-07-19,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,112,4.24,0.15,1,0,4,7,Summer,27
2024-07-20,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,128,4.24,0.15,1,0,5,7,Summer,259
2024-07-21,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,78,4.99,0.0,0,0,6,7,Summer,181
2024-07-22,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,55,4.99,0.0,0,0,0,7,Summer,126
2024-07-23,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,40,4.99,0.0,0,0,1,7,Summer,446
2024-07-24,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,46,4.99,0.0,0,0,2,7,Summer,400
2024-07-25,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,64,4.99,0.0,0,0,3,7,Summer,336
2024-07-26,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,79,4.99,0.0,0,0,4,7,Summer,257
2024-07-27,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,88,4.99,0.0,0,0,5,7,Summer,169
2024-07-28,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,107,4.99,0.0,0,0,6,7,Summer,62
2024-07-29,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,52,4.99,0.0,0,0,0,7,Summer,370
2024-07-30,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,59,4.99,0.0,0,0,1,7,Summer,311
2024-07-31,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,61,4.99,0.0,0,0,2,7,Summer,250
2024-08-01,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,62,4.99,0.0,0,0,3,8,Summer,188
2024-08-02,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,67,4.99,0.0,0,0,4,8,Summer,121
2024-08-03,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,87,4.99,0.0,0,0,5,8,Summer,394
2024-08-04,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,57,4.99,0.0,0,0,6,8,Summer,337
2024-08-05,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,44,4.99,0.0,0,0,0,8,Summer,293
2024-08-06,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,45,4.99,0.0,0,0,1,8,Summer,248
2024-08-07,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,52,4.99,0.0,0,0,2,8,Summer,196
2024-08-08,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,76,4.99,0.0,0,0,3,8,Summer,120
2024-08-09,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,51,4.99,0.0,0,0,4,8,Summer,429
2024-08-10,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,86,4.99,0.0,0,0,5,8,Summer,343
2024-08-11,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,71,4.24,0.15,1,0,6,8,Summer,272
2024-08-12,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,62,4.24,0.15,1,0,0,8,Summer,210
2024-08-13,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,82,4.24,0.15,1,0,1,8,Summer,128
2024-08-14,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,75,4.24,0.15,1,0,2,8,Summer,413
2024-08-15,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,48,4.99,0.0,0,0,3,8,Summer,365
2024-08-16,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,63,4.99,0.0,0,0,4,8,Summer,302
2024-08-17,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,86,4.99,0.0,0,0,5,8,Summer,216
2024-08-18,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,58,4.99,0.0,0,0,6,8,Summer,158
2024-08-19,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,47,4.99,0.0,0,0,0,8,Summer,111
2024-08-20,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,49,4.99,0.0,0,0,1,8,Summer,422
2024-08-21,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,46,4.99,0.0,0,0,2,8,Summer,376
2024-08-22,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,75,4.99,0.0,0,0,3,8,Summer,301
2024-08-23,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,77,4.99,0.0,0,0,4,8,Summer,224
2024-08-24,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,55,4.99,0.0,0,0,5,8,Summer,169
2024-08-25,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,67,4.99,0.0,0,0,6,8,Summer,102
2024-08-26,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,41,4.99,0.0,0,0,0,8,Summer,421
2024-08-27,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,55,4.99,0.0,0,0,1,8,Summer,366
2024-08-28,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,45,4.99,0.0,0,0,2,8,Summer,321
2024-08-29,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,56,4.99,0.0,0,0,3,8,Summer,265
2024-08-30,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,76,4.99,0.0,0,0,4,8,Summer,189
2024-08-31,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,88,4.99,0.0,0,0,5,8,Summer,101
2024-09-01,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,70,4.99,0.0,0,1,6,9,Autumn,391
2024-09-02,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,57,4.99,0.0,0,1,0,9,Autumn,334
2024-09-03,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,59,4.99,0.0,0,1,1,9,Autumn,275
2024-09-04,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,45,4.99,0.0,0,0,2,9,Autumn,230
2024-09-05,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,101,4.24,0.15,1,0,3,9,Autumn,129
2024-09-06,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,105,4.24,0.15,1,0,4,9,Autumn,384
2024-09-07,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,89,4.24,0.15,1,0,5,9,Autumn,295
2024-09-08,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,104,4.24,0.15,1,0,6,9,Autumn,191
2024-09-09,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,59,4.99,0.0,0,0,0,9,Autumn,132
2024-09-10,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,54,4.99,0.0,0,0,1,9,Autumn,438
2024-09-11,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,38,4.99,0.0,0,0,2,9,Autumn,400
2024-09-12,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,51,4.99,0.0,0,0,3,9,Autumn,349
2024-09-13,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,81,4.99,0.0,0,0,4,9,Autumn,268
2024-09-14,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,68,4.99,0.0,0,0,5,9,Autumn,200
2024-09-15,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,67,4.99,0.0,0,0,6,9,Autumn,133
2024-09-16,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,50,4.99,0.0,0,0,0,9,Autumn,443
2024-09-17,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,41,4.99,0.0,0,0,1,9,Autumn,402
2024-09-18,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,49,4.99,0.0,0,0,2,9,Autumn,353
2024-09-19,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,28,4.99,0.0,0,0,3,9,Autumn,325
2024-09-20,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,58,4.99,0.0,0,0,4,9,Autumn,267
2024-09-21,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,73,4.99,0.0,0,0,5,9,Autumn,194
2024-09-22,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,51,4.99,0.0,0,0,6,9,Autumn,143
2024-09-23,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,55,4.99,0.0,0,0,0,9,Autumn,88
2024-09-24,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,37,4.99,0.0,0,0,1,9,Autumn,411
2024-09-25,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,46,4.99,0.0,0,0,2,9,Autumn,365
2024-09-26,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,56,4.99,0.0,0,0,3,9,Autumn,309
2024-09-27,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,83,4.99,0.0,0,0,4,9,Autumn,226
2024-09-28,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,60,4.99,0.0,0,0,5,9,Autumn,166
2024-09-29,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,74,4.99,0.0,0,0,6,9,Autumn,92
2024-09-30,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,65,4.24,0.15,1,0,0,9,Autumn,387
2024-10-01,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,58,4.24,0.15,1,0,1,10,Autumn,329
2024-10-02,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,76,4.24,0.15,1,0,2,10,Autumn,253
2024-10-03,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,81,4.24,0.15,1,0,3,10,Autumn,172
2024-10-04,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,61,4.99,0.0,0,0,4,10,Autumn,111
2024-10-05,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,76,4.99,0.0,0,0,5,10,Autumn,395
2024-10-06,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,59,4.99,0.0,0,0,6,10,Autumn,336
2024-10-07,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,45,4.99,0.0,0,0,0,10,Autumn,291
2024-10-08,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,51,4.99,0.0,0,0,1,10,Autumn,240
2024-10-09,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,61,4.99,0.0,0,0,2,10,Autumn,179
2024-10-10,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,44,4.99,0.0,0,0,3,10,Autumn,135
2024-10-11,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,89,4.99,0.0,0,0,4,10,Autumn,406
2024-10-12,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,53,4.99,0.0,0,0,5,10,Autumn,353
2024-10-13,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,61,4.99,0.0,0,0,6,10,Autumn,292
2024-10-14,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,48,4.99,0.0,0,0,0,10,Autumn,244
2024-10-15,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,49,4.99,0.0,0,0,1,10,Autumn,195
2024-10-16,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,45,4.99,0.0,0,0,2,10,Autumn,150
2024-10-17,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,53,4.99,0.0,0,0,3,10,Autumn,97
2024-10-18,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,62,4.99,0.0,0,0,4,10,Autumn,395
2024-10-19,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,68,4.99,0.0,0,0,5,10,Autumn,327
2024-10-20,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,70,4.99,0.0,0,0,6,10,Autumn,257
2024-10-21,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,46,4.99,0.0,0,0,0,10,Autumn,211
2024-10-22,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,42,4.99,0.0,0,0,1,10,Autumn,169
2024-10-23,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,56,4.99,0.0,0,0,2,10,Autumn,113
2024-10-24,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,57,4.99,0.0,0,0,3,10,Autumn,416
2024-10-25,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,109,4.24,0.15,1,0,4,10,Autumn,307
2024-10-26,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,119,4.24,0.15,1,0,5,10,Autumn,188
2024-10-27,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,79,4.24,0.15,1,0,6,10,Autumn,109
2024-10-28,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,58,4.24,0.15,1,0,0,10,Autumn,411
2024-10-29,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,52,4.99,0.0,0,0,1,10,Autumn,359
2024-10-30,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,54,4.99,0.0,0,0,2,10,Autumn,305
2024-10-31,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,54,4.99,0.0,0,0,3,10,Autumn,251
2024-11-01,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,69,4.99,0.0,0,0,4,11,Autumn,182
2024-11-02,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,90,4.99,0.0,0,0,5,11,Autumn,92
2024-11-03,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,57,4.99,0.0,0,0,6,11,Autumn,395
2024-11-04,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,48,4.99,0.0,0,0,0,11,Autumn,347
2024-11-05,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,46,4.99,0.0,0,0,1,11,Autumn,301
2024-11-06,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,48,4.99,0.0,0,0,2,11,Autumn,253
2024-11-07,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,64,4.99,0.0,0,0,3,11,Autumn,189
2024-11-08,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,76,4.99,0.0,0,0,4,11,Autumn,113
2024-11-09,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,85,4.99,0.0,0,0,5,11,Autumn,388
2024-11-10,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,75,4.99,0.0,0,0,6,11,Autumn,313
2024-11-11,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,45,4.99,0.0,0,0,0,11,Autumn,268
2024-11-12,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,52,4.99,0.0,0,0,1,11,Autumn,216
2024-11-13,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,47,4.99,0.0,0,0,2,11,Autumn,169
2024-11-14,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,58,4.99,0.0,0,0,3,11,Autumn,111
2024-11-15,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,67,4.99,0.0,0,0,4,11,Autumn,404
2024-11-16,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,77,4.99,0.0,0,0,5,11,Autumn,327
2024-11-17,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,68,4.99,0.0,0,0,6,11,Autumn,259
2024-11-18,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,39,4.99,0.0,0,0,0,11,Autumn,220
2024-11-19,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,90,4.24,0.15,1,0,1,11,Autumn,130
2024-11-20,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,61,4.24,0.15,1,0,2,11,Autumn,429
2024-11-21,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,65,4.24,0.15,1,0,3,11,Autumn,364
2024-11-22,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,116,4.24,0.15,1,0,4,11,Autumn,248
2024-11-23,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,144,4.99,0.0,0,1,5,11,Autumn,104
2024-11-24,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,117,4.99,0.0,0,1,6,11,Autumn,347
2024-11-25,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,83,4.99,0.0,0,1,0,11,Autumn,264
2024-11-26,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,47,4.99,0.0,0,0,1,11,Autumn,217
2024-11-27,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,43,4.99,0.0,0,0,2,11,Autumn,174
2024-11-28,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,56,4.99,0.0,0,0,3,11,Autumn,118
2024-11-29,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,61,4.99,0.0,0,0,4,11,Autumn,417
2024-11-30,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,87,4.99,0.0,0,0,5,11,Autumn,330
2024-12-01,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,63,4.99,0.0,0,0,6,12,Winter,267
2024-12-02,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,40,4.99,0.0,0,0,0,12,Winter,227
2024-12-03,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,46,4.99,0.0,0,0,1,12,Winter,181
2024-12-04,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,54,4.99,0.0,0,0,2,12,Winter,127
2024-12-05,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,52,4.99,0.0,0,0,3,12,Winter,435
2024-12-06,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,62,4.99,0.0,0,0,4,12,Winter,373
2024-12-07,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,81,4.99,0.0,0,0,5,12,Winter,292
2024-12-08,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,67,4.99,0.0,0,0,6,12,Winter,225
2024-12-09,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,42,4.99,0.0,0,0,0,12,Winter,183
2024-12-10,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,45,4.99,0.0,0,0,1,12,Winter,138
2024-12-11,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,53,4.99,0.0,0,0,2,12,Winter,85
2024-12-12,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,44,4.99,0.0,0,0,3,12,Winter,401
2024-12-13,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,55,4.99,0.0,0,0,4,12,Winter,346
2024-12-14,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,101,4.24,0.15,1,0,5,12,Winter,245
2024-12-15,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,91,4.24,0.15,1,0,6,12,Winter,154
2024-12-16,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,70,4.24,0.15,1,0,0,12,Winter,84
2024-12-17,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,86,4.24,0.15,1,0,1,12,Winter,358
2024-12-18,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,58,4.99,0.0,0,0,2,12,Winter,300
2024-12-19,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,55,4.99,0.0,0,0,3,12,Winter,245
2024-12-20,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,70,4.99,0.0,0,0,4,12,Winter,175
2024-12-21,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,67,4.99,0.0,0,0,5,12,Winter,108
2024-12-22,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,65,4.99,0.0,0,0,6,12,Winter,403
2024-12-23,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,81,4.99,0.0,0,1,0,12,Winter,322
2024-12-24,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,94,4.99,0.0,0,1,1,12,Winter,228
2024-12-25,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,83,4.99,0.0,0,1,2,12,Winter,145
2024-12-26,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,24,4.99,0.0,0,1,3,12,Winter,121
2024-12-27,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,86,4.99,0.0,0,0,4,12,Winter,395
2024-12-28,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,77,4.99,0.0,0,0,5,12,Winter,318
2024-12-29,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,69,4.99,0.0,0,0,6,12,Winter,249
2024-12-30,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,84,4.99,0.0,0,1,0,12,Winter,165
2024-12-31,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,75,4.99,0.0,0,1,1,12,Winter,90
2025-01-01,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,108,4.24,0.15,1,1,2,1,Winter,342
2025-01-02,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,116,4.24,0.15,1,1,3,1,Winter,226
2025-01-03,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,74,4.99,0.0,0,0,4,1,Winter,152
2025-01-04,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,72,4.99,0.0,0,0,5,1,Winter,80
2025-01-05,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,68,4.99,0.0,0,0,6,1,Winter,372
2025-01-06,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,51,4.99,0.0,0,0,0,1,Winter,321
2025-01-07,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,62,4.99,0.0,0,0,1,1,Winter,259
